scenario_type,noise_type,noise_probability,attack_type,trial,mismatch_rate,threshold,threshold_capped,attack_detected,correct,max_threshold
normal,bit_flip,0.0,none,1,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,2,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,3,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,4,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,5,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,6,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,7,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,8,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,9,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,10,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,11,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,12,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,13,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,14,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,15,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,16,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,17,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,18,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,19,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.0,none,20,0.0,0.26,False,False,True,0.28
normal,bit_flip,0.05,none,1,0.154297,0.28,True,False,True,0.28
normal,bit_flip,0.05,none,2,0.022461,0.2689844,False,False,True,0.28
normal,bit_flip,0.05,none,3,0.148438,0.28,True,False,True,0.28
normal,bit_flip,0.05,none,4,0.088867,0.28,True,False,True,0.28
normal,bit_flip,0.05,none,5,0.020508,0.26820320000000003,False,False,True,0.28
normal,bit_flip,0.05,none,6,0.129883,0.28,True,False,True,0.28
normal,bit_flip,0.05,none,7,0.143555,0.28,True,False,True,0.28
normal,bit_flip,0.05,none,8,0.162109,0.28,True,False,True,0.28
normal,bit_flip,0.05,none,9,0.111328,0.28,True,False,True,0.28
normal,bit_flip,0.05,none,10,0.115234,0.28,True,False,True,0.28
normal,bit_flip,0.05,none,11,0.146484,0.28,True,False,True,0.28
normal,bit_flip,0.05,none,12,0.085938,0.28,True,False,True,0.28
normal,bit_flip,0.05,none,13,0.110352,0.28,True,False,True,0.28
normal,bit_flip,0.05,none,14,0.158203,0.28,True,False,True,0.28
normal,bit_flip,0.05,none,15,0.032227,0.2728908,False,False,True,0.28
normal,bit_flip,0.05,none,16,0.143555,0.28,True,False,True,0.28
normal,bit_flip,0.05,none,17,0.139648,0.28,True,False,True,0.28
normal,bit_flip,0.05,none,18,0.03125,0.2725,False,False,True,0.28
normal,bit_flip,0.05,none,19,0.149414,0.28,True,False,True,0.28
normal,bit_flip,0.05,none,20,0.029297,0.27171880000000004,False,False,True,0.28
normal,bit_flip,0.1,none,1,0.055664,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,2,0.283203,0.28,True,True,False,0.28
normal,bit_flip,0.1,none,3,0.213867,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,4,0.264648,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,5,0.141602,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,6,0.141602,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,7,0.15625,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,8,0.045898,0.27835920000000003,False,False,True,0.28
normal,bit_flip,0.1,none,9,0.142578,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,10,0.205078,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,11,0.244141,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,12,0.237305,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,13,0.249023,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,14,0.224609,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,15,0.179688,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,16,0.251953,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,17,0.051758,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,18,0.05957,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,19,0.19043,0.28,True,False,True,0.28
normal,bit_flip,0.1,none,20,0.177734,0.28,True,False,True,0.28
normal,bit_flip,0.15,none,1,0.317383,0.28,True,True,False,0.28
normal,bit_flip,0.15,none,2,0.269531,0.28,True,False,True,0.28
normal,bit_flip,0.15,none,3,0.075195,0.28,True,False,True,0.28
normal,bit_flip,0.15,none,4,0.251953,0.28,True,False,True,0.28
normal,bit_flip,0.15,none,5,0.073242,0.28,True,False,True,0.28
normal,bit_flip,0.15,none,6,0.335938,0.28,True,True,False,0.28
normal,bit_flip,0.15,none,7,0.350586,0.28,True,True,False,0.28
normal,bit_flip,0.15,none,8,0.311523,0.28,True,True,False,0.28
normal,bit_flip,0.15,none,9,0.067383,0.28,True,False,True,0.28
normal,bit_flip,0.15,none,10,0.078125,0.28,True,False,True,0.28
normal,bit_flip,0.15,none,11,0.291992,0.28,True,True,False,0.28
normal,bit_flip,0.15,none,12,0.347656,0.28,True,True,False,0.28
normal,bit_flip,0.15,none,13,0.249023,0.28,True,False,True,0.28
normal,bit_flip,0.15,none,14,0.257812,0.28,True,False,True,0.28
normal,bit_flip,0.15,none,15,0.224609,0.28,True,False,True,0.28
normal,bit_flip,0.15,none,16,0.327148,0.28,True,True,False,0.28
normal,bit_flip,0.15,none,17,0.072266,0.28,True,False,True,0.28
normal,bit_flip,0.15,none,18,0.19043,0.28,True,False,True,0.28
normal,bit_flip,0.15,none,19,0.276367,0.28,True,False,True,0.28
normal,bit_flip,0.15,none,20,0.226562,0.28,True,False,True,0.28
normal,bit_flip,0.2,none,1,0.353516,0.28,True,True,False,0.28
normal,bit_flip,0.2,none,2,0.250977,0.28,True,False,True,0.28
normal,bit_flip,0.2,none,3,0.365234,0.28,True,True,False,0.28
normal,bit_flip,0.2,none,4,0.269531,0.28,True,False,True,0.28
normal,bit_flip,0.2,none,5,0.34668,0.28,True,True,False,0.28
normal,bit_flip,0.2,none,6,0.383789,0.28,True,True,False,0.28
normal,bit_flip,0.2,none,7,0.250977,0.28,True,False,True,0.28
normal,bit_flip,0.2,none,8,0.253906,0.28,True,False,True,0.28
normal,bit_flip,0.2,none,9,0.40332,0.28,True,True,False,0.28
normal,bit_flip,0.2,none,10,0.384766,0.28,True,True,False,0.28
normal,bit_flip,0.2,none,11,0.107422,0.28,True,False,True,0.28
normal,bit_flip,0.2,none,12,0.322266,0.28,True,True,False,0.28
normal,bit_flip,0.2,none,13,0.395508,0.28,True,True,False,0.28
normal,bit_flip,0.2,none,14,0.396484,0.28,True,True,False,0.28
normal,bit_flip,0.2,none,15,0.359375,0.28,True,True,False,0.28
normal,bit_flip,0.2,none,16,0.089844,0.28,True,False,True,0.28
normal,bit_flip,0.2,none,17,0.333008,0.28,True,True,False,0.28
normal,bit_flip,0.2,none,18,0.3125,0.28,True,True,False,0.28
normal,bit_flip,0.2,none,19,0.307617,0.28,True,True,False,0.28
normal,bit_flip,0.2,none,20,0.337891,0.28,True,True,False,0.28
normal,phase_flip,0.0,none,1,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,2,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,3,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,4,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,5,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,6,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,7,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,8,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,9,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,10,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,11,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,12,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,13,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,14,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,15,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,16,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,17,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,18,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,19,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.0,none,20,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.05,none,1,0.119141,0.28,True,False,True,0.28
normal,phase_flip,0.05,none,2,0.106445,0.28,True,False,True,0.28
normal,phase_flip,0.05,none,3,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.05,none,4,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.05,none,5,0.112305,0.28,True,False,True,0.28
normal,phase_flip,0.05,none,6,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.05,none,7,0.102539,0.28,True,False,True,0.28
normal,phase_flip,0.05,none,8,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.05,none,9,0.119141,0.28,True,False,True,0.28
normal,phase_flip,0.05,none,10,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.05,none,11,0.117188,0.28,True,False,True,0.28
normal,phase_flip,0.05,none,12,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.05,none,13,0.147461,0.28,True,False,True,0.28
normal,phase_flip,0.05,none,14,0.109375,0.28,True,False,True,0.28
normal,phase_flip,0.05,none,15,0.099609,0.28,True,False,True,0.28
normal,phase_flip,0.05,none,16,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.05,none,17,0.111328,0.28,True,False,True,0.28
normal,phase_flip,0.05,none,18,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.05,none,19,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.05,none,20,0.117188,0.28,True,False,True,0.28
normal,phase_flip,0.1,none,1,0.226562,0.28,True,False,True,0.28
normal,phase_flip,0.1,none,2,0.198242,0.28,True,False,True,0.28
normal,phase_flip,0.1,none,3,0.224609,0.28,True,False,True,0.28
normal,phase_flip,0.1,none,4,0.232422,0.28,True,False,True,0.28
normal,phase_flip,0.1,none,5,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.1,none,6,0.21875,0.28,True,False,True,0.28
normal,phase_flip,0.1,none,7,0.240234,0.28,True,False,True,0.28
normal,phase_flip,0.1,none,8,0.219727,0.28,True,False,True,0.28
normal,phase_flip,0.1,none,9,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.1,none,10,0.228516,0.28,True,False,True,0.28
normal,phase_flip,0.1,none,11,0.205078,0.28,True,False,True,0.28
normal,phase_flip,0.1,none,12,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.1,none,13,0.223633,0.28,True,False,True,0.28
normal,phase_flip,0.1,none,14,0.217773,0.28,True,False,True,0.28
normal,phase_flip,0.1,none,15,0.229492,0.28,True,False,True,0.28
normal,phase_flip,0.1,none,16,0.203125,0.28,True,False,True,0.28
normal,phase_flip,0.1,none,17,0.198242,0.28,True,False,True,0.28
normal,phase_flip,0.1,none,18,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.1,none,19,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.1,none,20,0.202148,0.28,True,False,True,0.28
normal,phase_flip,0.15,none,1,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.15,none,2,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.15,none,3,0.294922,0.28,True,True,False,0.28
normal,phase_flip,0.15,none,4,0.318359,0.28,True,True,False,0.28
normal,phase_flip,0.15,none,5,0.305664,0.28,True,True,False,0.28
normal,phase_flip,0.15,none,6,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.15,none,7,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.15,none,8,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.15,none,9,0.277344,0.28,True,False,True,0.28
normal,phase_flip,0.15,none,10,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.15,none,11,0.308594,0.28,True,True,False,0.28
normal,phase_flip,0.15,none,12,0.297852,0.28,True,True,False,0.28
normal,phase_flip,0.15,none,13,0.287109,0.28,True,True,False,0.28
normal,phase_flip,0.15,none,14,0.316406,0.28,True,True,False,0.28
normal,phase_flip,0.15,none,15,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.15,none,16,0.275391,0.28,True,False,True,0.28
normal,phase_flip,0.15,none,17,0.293945,0.28,True,True,False,0.28
normal,phase_flip,0.15,none,18,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.15,none,19,0.274414,0.28,True,False,True,0.28
normal,phase_flip,0.15,none,20,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.2,none,1,0.350586,0.28,True,True,False,0.28
normal,phase_flip,0.2,none,2,0.370117,0.28,True,True,False,0.28
normal,phase_flip,0.2,none,3,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.2,none,4,0.337891,0.28,True,True,False,0.28
normal,phase_flip,0.2,none,5,0.344727,0.28,True,True,False,0.28
normal,phase_flip,0.2,none,6,0.344727,0.28,True,True,False,0.28
normal,phase_flip,0.2,none,7,0.385742,0.28,True,True,False,0.28
normal,phase_flip,0.2,none,8,0.350586,0.28,True,True,False,0.28
normal,phase_flip,0.2,none,9,0.365234,0.28,True,True,False,0.28
normal,phase_flip,0.2,none,10,0.37207,0.28,True,True,False,0.28
normal,phase_flip,0.2,none,11,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.2,none,12,0.366211,0.28,True,True,False,0.28
normal,phase_flip,0.2,none,13,0.370117,0.28,True,True,False,0.28
normal,phase_flip,0.2,none,14,0.353516,0.28,True,True,False,0.28
normal,phase_flip,0.2,none,15,0.336914,0.28,True,True,False,0.28
normal,phase_flip,0.2,none,16,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.2,none,17,0.355469,0.28,True,True,False,0.28
normal,phase_flip,0.2,none,18,0.0,0.26,False,False,True,0.28
normal,phase_flip,0.2,none,19,0.345703,0.28,True,True,False,0.28
normal,phase_flip,0.2,none,20,0.353516,0.28,True,True,False,0.28
normal,bit_phase_flip,0.0,none,1,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,2,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,3,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,4,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,5,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,6,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,7,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,8,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,9,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,10,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,11,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,12,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,13,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,14,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,15,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,16,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,17,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,18,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,19,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.0,none,20,0.0,0.26,False,False,True,0.28
normal,bit_phase_flip,0.05,none,1,0.023438,0.26937520000000004,False,False,True,0.28
normal,bit_phase_flip,0.05,none,2,0.026367,0.27054680000000003,False,False,True,0.28
normal,bit_phase_flip,0.05,none,3,0.070312,0.28,True,False,True,0.28
normal,bit_phase_flip,0.05,none,4,0.186523,0.28,True,False,True,0.28
normal,bit_phase_flip,0.05,none,5,0.024414,0.2697656,False,False,True,0.28
normal,bit_phase_flip,0.05,none,6,0.180664,0.28,True,False,True,0.28
normal,bit_phase_flip,0.05,none,7,0.22168,0.28,True,False,True,0.28
normal,bit_phase_flip,0.05,none,8,0.18457,0.28,True,False,True,0.28
normal,bit_phase_flip,0.05,none,9,0.03125,0.2725,False,False,True,0.28
normal,bit_phase_flip,0.05,none,10,0.069336,0.28,True,False,True,0.28
normal,bit_phase_flip,0.05,none,11,0.208008,0.28,True,False,True,0.28
normal,bit_phase_flip,0.05,none,12,0.155273,0.28,True,False,True,0.28
normal,bit_phase_flip,0.05,none,13,0.1875,0.28,True,False,True,0.28
normal,bit_phase_flip,0.05,none,14,0.207031,0.28,True,False,True,0.28
normal,bit_phase_flip,0.05,none,15,0.217773,0.28,True,False,True,0.28
normal,bit_phase_flip,0.05,none,16,0.02832,0.271328,False,False,True,0.28
normal,bit_phase_flip,0.05,none,17,0.017578,0.2670312,False,False,True,0.28
normal,bit_phase_flip,0.05,none,18,0.174805,0.28,True,False,True,0.28
normal,bit_phase_flip,0.05,none,19,0.199219,0.28,True,False,True,0.28
normal,bit_phase_flip,0.05,none,20,0.021484,0.2685936,False,False,True,0.28
normal,bit_phase_flip,0.1,none,1,0.304688,0.28,True,True,False,0.28
normal,bit_phase_flip,0.1,none,2,0.34668,0.28,True,True,False,0.28
normal,bit_phase_flip,0.1,none,3,0.341797,0.28,True,True,False,0.28
normal,bit_phase_flip,0.1,none,4,0.288086,0.28,True,True,False,0.28
normal,bit_phase_flip,0.1,none,5,0.048828,0.27953120000000004,False,False,True,0.28
normal,bit_phase_flip,0.1,none,6,0.3125,0.28,True,True,False,0.28
normal,bit_phase_flip,0.1,none,7,0.043945,0.277578,False,False,True,0.28
normal,bit_phase_flip,0.1,none,8,0.041992,0.2767968,False,False,True,0.28
normal,bit_phase_flip,0.1,none,9,0.136719,0.28,True,False,True,0.28
normal,bit_phase_flip,0.1,none,10,0.301758,0.28,True,True,False,0.28
normal,bit_phase_flip,0.1,none,11,0.297852,0.28,True,True,False,0.28
normal,bit_phase_flip,0.1,none,12,0.34082,0.28,True,True,False,0.28
normal,bit_phase_flip,0.1,none,13,0.342773,0.28,True,True,False,0.28
normal,bit_phase_flip,0.1,none,14,0.063477,0.28,True,False,True,0.28
normal,bit_phase_flip,0.1,none,15,0.368164,0.28,True,True,False,0.28
normal,bit_phase_flip,0.1,none,16,0.336914,0.28,True,True,False,0.28
normal,bit_phase_flip,0.1,none,17,0.370117,0.28,True,True,False,0.28
normal,bit_phase_flip,0.1,none,18,0.314453,0.28,True,True,False,0.28
normal,bit_phase_flip,0.1,none,19,0.151367,0.28,True,False,True,0.28
normal,bit_phase_flip,0.1,none,20,0.326172,0.28,True,True,False,0.28
normal,bit_phase_flip,0.15,none,1,0.379883,0.28,True,True,False,0.28
normal,bit_phase_flip,0.15,none,2,0.210938,0.28,True,False,True,0.28
normal,bit_phase_flip,0.15,none,3,0.084961,0.28,True,False,True,0.28
normal,bit_phase_flip,0.15,none,4,0.427734,0.28,True,True,False,0.28
normal,bit_phase_flip,0.15,none,5,0.40625,0.28,True,True,False,0.28
normal,bit_phase_flip,0.15,none,6,0.068359,0.28,True,False,True,0.28
normal,bit_phase_flip,0.15,none,7,0.407227,0.28,True,True,False,0.28
normal,bit_phase_flip,0.15,none,8,0.37793,0.28,True,True,False,0.28
normal,bit_phase_flip,0.15,none,9,0.051758,0.28,True,False,True,0.28
normal,bit_phase_flip,0.15,none,10,0.413086,0.28,True,True,False,0.28
normal,bit_phase_flip,0.15,none,11,0.072266,0.28,True,False,True,0.28
normal,bit_phase_flip,0.15,none,12,0.378906,0.28,True,True,False,0.28
normal,bit_phase_flip,0.15,none,13,0.429688,0.28,True,True,False,0.28
normal,bit_phase_flip,0.15,none,14,0.087891,0.28,True,False,True,0.28
normal,bit_phase_flip,0.15,none,15,0.443359,0.28,True,True,False,0.28
normal,bit_phase_flip,0.15,none,16,0.40625,0.28,True,True,False,0.28
normal,bit_phase_flip,0.15,none,17,0.193359,0.28,True,False,True,0.28
normal,bit_phase_flip,0.15,none,18,0.202148,0.28,True,False,True,0.28
normal,bit_phase_flip,0.15,none,19,0.414062,0.28,True,True,False,0.28
normal,bit_phase_flip,0.15,none,20,0.076172,0.28,True,False,True,0.28
normal,bit_phase_flip,0.2,none,1,0.091797,0.28,True,False,True,0.28
normal,bit_phase_flip,0.2,none,2,0.454102,0.28,True,True,False,0.28
normal,bit_phase_flip,0.2,none,3,0.46875,0.28,True,True,False,0.28
normal,bit_phase_flip,0.2,none,4,0.095703,0.28,True,False,True,0.28
normal,bit_phase_flip,0.2,none,5,0.488281,0.28,True,True,False,0.28
normal,bit_phase_flip,0.2,none,6,0.086914,0.28,True,False,True,0.28
normal,bit_phase_flip,0.2,none,7,0.274414,0.28,True,False,True,0.28
normal,bit_phase_flip,0.2,none,8,0.428711,0.28,True,True,False,0.28
normal,bit_phase_flip,0.2,none,9,0.436523,0.28,True,True,False,0.28
normal,bit_phase_flip,0.2,none,10,0.09375,0.28,True,False,True,0.28
normal,bit_phase_flip,0.2,none,11,0.456055,0.28,True,True,False,0.28
normal,bit_phase_flip,0.2,none,12,0.445312,0.28,True,True,False,0.28
normal,bit_phase_flip,0.2,none,13,0.466797,0.28,True,True,False,0.28
normal,bit_phase_flip,0.2,none,14,0.466797,0.28,True,True,False,0.28
normal,bit_phase_flip,0.2,none,15,0.475586,0.28,True,True,False,0.28
normal,bit_phase_flip,0.2,none,16,0.256836,0.28,True,False,True,0.28
normal,bit_phase_flip,0.2,none,17,0.116211,0.28,True,False,True,0.28
normal,bit_phase_flip,0.2,none,18,0.431641,0.28,True,True,False,0.28
normal,bit_phase_flip,0.2,none,19,0.248047,0.28,True,False,True,0.28
normal,bit_phase_flip,0.2,none,20,0.460938,0.28,True,True,False,0.28
normal,depolarizing,0.0,none,1,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,2,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,3,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,4,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,5,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,6,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,7,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,8,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,9,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,10,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,11,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,12,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,13,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,14,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,15,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,16,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,17,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,18,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,19,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.0,none,20,0.0,0.26,False,False,True,0.28
normal,depolarizing,0.05,none,1,0.040039,0.2760156,False,False,True,0.28
normal,depolarizing,0.05,none,2,0.131836,0.28,True,False,True,0.28
normal,depolarizing,0.05,none,3,0.132812,0.28,True,False,True,0.28
normal,depolarizing,0.05,none,4,0.037109,0.2748436,False,False,True,0.28
normal,depolarizing,0.05,none,5,0.107422,0.28,True,False,True,0.28
normal,depolarizing,0.05,none,6,0.135742,0.28,True,False,True,0.28
normal,depolarizing,0.05,none,7,0.101562,0.28,True,False,True,0.28
normal,depolarizing,0.05,none,8,0.045898,0.27835920000000003,False,False,True,0.28
normal,depolarizing,0.05,none,9,0.007812,0.2631248,False,False,True,0.28
normal,depolarizing,0.05,none,10,0.038086,0.2752344,False,False,True,0.28
normal,depolarizing,0.05,none,11,0.037109,0.2748436,False,False,True,0.28
normal,depolarizing,0.05,none,12,0.038086,0.2752344,False,False,True,0.28
normal,depolarizing,0.05,none,13,0.036133,0.2744532,False,False,True,0.28
normal,depolarizing,0.05,none,14,0.03125,0.2725,False,False,True,0.28
normal,depolarizing,0.05,none,15,0.155273,0.28,True,False,True,0.28
normal,depolarizing,0.05,none,16,0.129883,0.28,True,False,True,0.28
normal,depolarizing,0.05,none,17,0.011719,0.2646876,False,False,True,0.28
normal,depolarizing,0.05,none,18,0.136719,0.28,True,False,True,0.28
normal,depolarizing,0.05,none,19,0.113281,0.28,True,False,True,0.28
normal,depolarizing,0.05,none,20,0.035156,0.2740624,False,False,True,0.28
normal,depolarizing,0.1,none,1,0.023438,0.26937520000000004,False,False,True,0.28
normal,depolarizing,0.1,none,2,0.220703,0.28,True,False,True,0.28
normal,depolarizing,0.1,none,3,0.195312,0.28,True,False,True,0.28
normal,depolarizing,0.1,none,4,0.069336,0.28,True,False,True,0.28
normal,depolarizing,0.1,none,5,0.227539,0.28,True,False,True,0.28
normal,depolarizing,0.1,none,6,0.258789,0.28,True,False,True,0.28
normal,depolarizing,0.1,none,7,0.212891,0.28,True,False,True,0.28
normal,depolarizing,0.1,none,8,0.19043,0.28,True,False,True,0.28
normal,depolarizing,0.1,none,9,0.068359,0.28,True,False,True,0.28
normal,depolarizing,0.1,none,10,0.073242,0.28,True,False,True,0.28
normal,depolarizing,0.1,none,11,0.029297,0.27171880000000004,False,False,True,0.28
normal,depolarizing,0.1,none,12,0.066406,0.28,True,False,True,0.28
normal,depolarizing,0.1,none,13,0.054688,0.28,True,False,True,0.28
normal,depolarizing,0.1,none,14,0.027344,0.2709376,False,False,True,0.28
normal,depolarizing,0.1,none,15,0.223633,0.28,True,False,True,0.28
normal,depolarizing,0.1,none,16,0.029297,0.27171880000000004,False,False,True,0.28
normal,depolarizing,0.1,none,17,0.248047,0.28,True,False,True,0.28
normal,depolarizing,0.1,none,18,0.259766,0.28,True,False,True,0.28
normal,depolarizing,0.1,none,19,0.232422,0.28,True,False,True,0.28
normal,depolarizing,0.1,none,20,0.183594,0.28,True,False,True,0.28
normal,depolarizing,0.15,none,1,0.271484,0.28,True,False,True,0.28
normal,depolarizing,0.15,none,2,0.037109,0.2748436,False,False,True,0.28
normal,depolarizing,0.15,none,3,0.34082,0.28,True,True,False,0.28
normal,depolarizing,0.15,none,4,0.244141,0.28,True,False,True,0.28
normal,depolarizing,0.15,none,5,0.032227,0.2728908,False,False,True,0.28
normal,depolarizing,0.15,none,6,0.244141,0.28,True,False,True,0.28
normal,depolarizing,0.15,none,7,0.241211,0.28,True,False,True,0.28
normal,depolarizing,0.15,none,8,0.31543,0.28,True,True,False,0.28
normal,depolarizing,0.15,none,9,0.119141,0.28,True,False,True,0.28
normal,depolarizing,0.15,none,10,0.09668,0.28,True,False,True,0.28
normal,depolarizing,0.15,none,11,0.327148,0.28,True,True,False,0.28
normal,depolarizing,0.15,none,12,0.300781,0.28,True,True,False,0.28
normal,depolarizing,0.15,none,13,0.103516,0.28,True,False,True,0.28
normal,depolarizing,0.15,none,14,0.290039,0.28,True,True,False,0.28
normal,depolarizing,0.15,none,15,0.299805,0.28,True,True,False,0.28
normal,depolarizing,0.15,none,16,0.308594,0.28,True,True,False,0.28
normal,depolarizing,0.15,none,17,0.280273,0.28,True,True,False,0.28
normal,depolarizing,0.15,none,18,0.02832,0.271328,False,False,True,0.28
normal,depolarizing,0.15,none,19,0.306641,0.28,True,True,False,0.28
