scenario_type,noise_type,noise_probability,attack_type,trial,mismatch_rate,threshold,threshold_capped,attack_detected,correct,max_threshold
normal,bit_phase_flip,0.2,none,20,0.452148,0.3,True,True,False,0.3
normal,depolarizing,0.0,none,1,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,2,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,3,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,4,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,5,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,6,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,7,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,8,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,9,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,10,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,11,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,12,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,13,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,14,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,15,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,16,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,17,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,18,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,19,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.0,none,20,0.0,0.26,False,False,True,0.3
normal,depolarizing,0.05,none,1,0.092773,0.2971092,False,False,True,0.3
normal,depolarizing,0.05,none,2,0.120117,0.3,True,False,True,0.3
normal,depolarizing,0.05,none,3,0.119141,0.3,True,False,True,0.3
normal,depolarizing,0.05,none,4,0.115234,0.3,True,False,True,0.3
normal,depolarizing,0.05,none,5,0.124023,0.3,True,False,True,0.3
normal,depolarizing,0.05,none,6,0.033203,0.2732812,False,False,True,0.3
normal,depolarizing,0.05,none,7,0.117188,0.3,True,False,True,0.3
normal,depolarizing,0.05,none,8,0.124023,0.3,True,False,True,0.3
normal,depolarizing,0.05,none,9,0.137695,0.3,True,False,True,0.3
normal,depolarizing,0.05,none,10,0.124023,0.3,True,False,True,0.3
normal,depolarizing,0.05,none,11,0.130859,0.3,True,False,True,0.3
normal,depolarizing,0.05,none,12,0.036133,0.2744532,False,False,True,0.3
normal,depolarizing,0.05,none,13,0.008789,0.2635156,False,False,True,0.3
normal,depolarizing,0.05,none,14,0.116211,0.3,True,False,True,0.3
normal,depolarizing,0.05,none,15,0.114258,0.3,True,False,True,0.3
normal,depolarizing,0.05,none,16,0.113281,0.3,True,False,True,0.3
normal,depolarizing,0.05,none,17,0.139648,0.3,True,False,True,0.3
normal,depolarizing,0.05,none,18,0.125977,0.3,True,False,True,0.3
normal,depolarizing,0.05,none,19,0.094727,0.2978908,False,False,True,0.3
normal,depolarizing,0.05,none,20,0.119141,0.3,True,False,True,0.3
normal,depolarizing,0.1,none,1,0.197266,0.3,True,False,True,0.3
normal,depolarizing,0.1,none,2,0.219727,0.3,True,False,True,0.3
normal,depolarizing,0.1,none,3,0.225586,0.3,True,False,True,0.3
normal,depolarizing,0.1,none,4,0.189453,0.3,True,False,True,0.3
normal,depolarizing,0.1,none,5,0.06543,0.286172,False,False,True,0.3
normal,depolarizing,0.1,none,6,0.083008,0.2932032,False,False,True,0.3
normal,depolarizing,0.1,none,7,0.208008,0.3,True,False,True,0.3
normal,depolarizing,0.1,none,8,0.256836,0.3,True,False,True,0.3
normal,depolarizing,0.1,none,9,0.223633,0.3,True,False,True,0.3
normal,depolarizing,0.1,none,10,0.22168,0.3,True,False,True,0.3
normal,depolarizing,0.1,none,11,0.204102,0.3,True,False,True,0.3
normal,depolarizing,0.1,none,12,0.211914,0.3,True,False,True,0.3
normal,depolarizing,0.1,none,13,0.21875,0.3,True,False,True,0.3
normal,depolarizing,0.1,none,14,0.236328,0.3,True,False,True,0.3
normal,depolarizing,0.1,none,15,0.075195,0.290078,False,False,True,0.3
normal,depolarizing,0.1,none,16,0.188477,0.3,True,False,True,0.3
normal,depolarizing,0.1,none,17,0.026367,0.27054680000000003,False,False,True,0.3
normal,depolarizing,0.1,none,18,0.219727,0.3,True,False,True,0.3
normal,depolarizing,0.1,none,19,0.02832,0.271328,False,False,True,0.3
normal,depolarizing,0.1,none,20,0.224609,0.3,True,False,True,0.3
normal,depolarizing,0.15,none,1,0.258789,0.3,True,False,True,0.3
normal,depolarizing,0.15,none,2,0.306641,0.3,True,True,False,0.3
normal,depolarizing,0.15,none,3,0.352539,0.3,True,True,False,0.3
normal,depolarizing,0.15,none,4,0.039062,0.2756248,False,False,True,0.3
normal,depolarizing,0.15,none,5,0.299805,0.3,True,False,True,0.3
normal,depolarizing,0.15,none,6,0.305664,0.3,True,True,False,0.3
normal,depolarizing,0.15,none,7,0.334961,0.3,True,True,False,0.3
normal,depolarizing,0.15,none,8,0.03125,0.2725,False,False,True,0.3
normal,depolarizing,0.15,none,9,0.289062,0.3,True,False,True,0.3
normal,depolarizing,0.15,none,10,0.317383,0.3,True,True,False,0.3
normal,depolarizing,0.15,none,11,0.287109,0.3,True,False,True,0.3
normal,depolarizing,0.15,none,12,0.288086,0.3,True,False,True,0.3
normal,depolarizing,0.15,none,13,0.243164,0.3,True,False,True,0.3
normal,depolarizing,0.15,none,14,0.250977,0.3,True,False,True,0.3
normal,depolarizing,0.15,none,15,0.302734,0.3,True,True,False,0.3
normal,depolarizing,0.15,none,16,0.287109,0.3,True,False,True,0.3
normal,depolarizing,0.15,none,17,0.040039,0.2760156,False,False,True,0.3
normal,depolarizing,0.15,none,18,0.311523,0.3,True,True,False,0.3
normal,depolarizing,0.15,none,19,0.261719,0.3,True,False,True,0.3
normal,depolarizing,0.15,none,20,0.329102,0.3,True,True,False,0.3
normal,depolarizing,0.2,none,1,0.364258,0.3,True,True,False,0.3
normal,depolarizing,0.2,none,2,0.4375,0.3,True,True,False,0.3
normal,depolarizing,0.2,none,3,0.341797,0.3,True,True,False,0.3
normal,depolarizing,0.2,none,4,0.355469,0.3,True,True,False,0.3
normal,depolarizing,0.2,none,5,0.148438,0.3,True,False,True,0.3
normal,depolarizing,0.2,none,6,0.368164,0.3,True,True,False,0.3
normal,depolarizing,0.2,none,7,0.136719,0.3,True,False,True,0.3
normal,depolarizing,0.2,none,8,0.071289,0.2885156,False,False,True,0.3
normal,depolarizing,0.2,none,9,0.351562,0.3,True,True,False,0.3
normal,depolarizing,0.2,none,10,0.355469,0.3,True,True,False,0.3
normal,depolarizing,0.2,none,11,0.144531,0.3,True,False,True,0.3
normal,depolarizing,0.2,none,12,0.305664,0.3,True,True,False,0.3
normal,depolarizing,0.2,none,13,0.130859,0.3,True,False,True,0.3
normal,depolarizing,0.2,none,14,0.131836,0.3,True,False,True,0.3
normal,depolarizing,0.2,none,15,0.37793,0.3,True,True,False,0.3
normal,depolarizing,0.2,none,16,0.360352,0.3,True,True,False,0.3
normal,depolarizing,0.2,none,17,0.142578,0.3,True,False,True,0.3
normal,depolarizing,0.2,none,18,0.311523,0.3,True,True,False,0.3
normal,depolarizing,0.2,none,19,0.046875,0.27875,False,False,True,0.3
normal,depolarizing,0.2,none,20,0.34375,0.3,True,True,False,0.3
normal,readout,0.0,none,1,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,2,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,3,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,4,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,5,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,6,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,7,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,8,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,9,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,10,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,11,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,12,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,13,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,14,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,15,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,16,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,17,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,18,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,19,0.0,0.26,False,False,True,0.3
normal,readout,0.0,none,20,0.0,0.26,False,False,True,0.3
normal,readout,0.05,none,1,0.095703,0.2982812,False,False,True,0.3
normal,readout,0.05,none,2,0.085938,0.2943752,False,False,True,0.3
normal,readout,0.05,none,3,0.130859,0.3,True,False,True,0.3
normal,readout,0.05,none,4,0.107422,0.3,True,False,True,0.3
normal,readout,0.05,none,5,0.145508,0.3,True,False,True,0.3
normal,readout,0.05,none,6,0.088867,0.2955468,False,False,True,0.3
normal,readout,0.05,none,7,0.141602,0.3,True,False,True,0.3
normal,readout,0.05,none,8,0.133789,0.3,True,False,True,0.3
normal,readout,0.05,none,9,0.126953,0.3,True,False,True,0.3
normal,readout,0.05,none,10,0.09668,0.298672,False,False,True,0.3
normal,readout,0.05,none,11,0.128906,0.3,True,False,True,0.3
normal,readout,0.05,none,12,0.091797,0.2967188,False,False,True,0.3
normal,readout,0.05,none,13,0.099609,0.2998436,False,False,True,0.3
normal,readout,0.05,none,14,0.088867,0.2955468,False,False,True,0.3
normal,readout,0.05,none,15,0.085938,0.2943752,False,False,True,0.3
normal,readout,0.05,none,16,0.102539,0.3,True,False,True,0.3
normal,readout,0.05,none,17,0.076172,0.2904688,False,False,True,0.3
normal,readout,0.05,none,18,0.092773,0.2971092,False,False,True,0.3
normal,readout,0.05,none,19,0.144531,0.3,True,False,True,0.3
normal,readout,0.05,none,20,0.101562,0.3,True,False,True,0.3
normal,readout,0.1,none,1,0.177734,0.3,True,False,True,0.3
normal,readout,0.1,none,2,0.241211,0.3,True,False,True,0.3
normal,readout,0.1,none,3,0.197266,0.3,True,False,True,0.3
normal,readout,0.1,none,4,0.191406,0.3,True,False,True,0.3
normal,readout,0.1,none,5,0.206055,0.3,True,False,True,0.3
normal,readout,0.1,none,6,0.167969,0.3,True,False,True,0.3
normal,readout,0.1,none,7,0.193359,0.3,True,False,True,0.3
normal,readout,0.1,none,8,0.219727,0.3,True,False,True,0.3
normal,readout,0.1,none,9,0.189453,0.3,True,False,True,0.3
normal,readout,0.1,none,10,0.160156,0.3,True,False,True,0.3
normal,readout,0.1,none,11,0.244141,0.3,True,False,True,0.3
normal,readout,0.1,none,12,0.169922,0.3,True,False,True,0.3
normal,readout,0.1,none,13,0.265625,0.3,True,False,True,0.3
normal,readout,0.1,none,14,0.167969,0.3,True,False,True,0.3
normal,readout,0.1,none,15,0.172852,0.3,True,False,True,0.3
normal,readout,0.1,none,16,0.244141,0.3,True,False,True,0.3
normal,readout,0.1,none,17,0.178711,0.3,True,False,True,0.3
normal,readout,0.1,none,18,0.217773,0.3,True,False,True,0.3
normal,readout,0.1,none,19,0.260742,0.3,True,False,True,0.3
normal,readout,0.1,none,20,0.176758,0.3,True,False,True,0.3
normal,readout,0.15,none,1,0.230469,0.3,True,False,True,0.3
normal,readout,0.15,none,2,0.347656,0.3,True,True,False,0.3
normal,readout,0.15,none,3,0.266602,0.3,True,False,True,0.3
normal,readout,0.15,none,4,0.321289,0.3,True,True,False,0.3
normal,readout,0.15,none,5,0.266602,0.3,True,False,True,0.3
normal,readout,0.15,none,6,0.336914,0.3,True,True,False,0.3
normal,readout,0.15,none,7,0.319336,0.3,True,True,False,0.3
normal,readout,0.15,none,8,0.256836,0.3,True,False,True,0.3
normal,readout,0.15,none,9,0.299805,0.3,True,False,True,0.3
normal,readout,0.15,none,10,0.34668,0.3,True,True,False,0.3
normal,readout,0.15,none,11,0.353516,0.3,True,True,False,0.3
normal,readout,0.15,none,12,0.318359,0.3,True,True,False,0.3
normal,readout,0.15,none,13,0.249023,0.3,True,False,True,0.3
normal,readout,0.15,none,14,0.289062,0.3,True,False,True,0.3
normal,readout,0.15,none,15,0.237305,0.3,True,False,True,0.3
normal,readout,0.15,none,16,0.333008,0.3,True,True,False,0.3
normal,readout,0.15,none,17,0.350586,0.3,True,True,False,0.3
normal,readout,0.15,none,18,0.238281,0.3,True,False,True,0.3
normal,readout,0.15,none,19,0.249023,0.3,True,False,True,0.3
normal,readout,0.15,none,20,0.266602,0.3,True,False,True,0.3
normal,readout,0.2,none,1,0.418945,0.3,True,True,False,0.3
normal,readout,0.2,none,2,0.307617,0.3,True,True,False,0.3
normal,readout,0.2,none,3,0.31543,0.3,True,True,False,0.3
normal,readout,0.2,none,4,0.366211,0.3,True,True,False,0.3
normal,readout,0.2,none,5,0.308594,0.3,True,True,False,0.3
normal,readout,0.2,none,6,0.364258,0.3,True,True,False,0.3
normal,readout,0.2,none,7,0.333984,0.3,True,True,False,0.3
normal,readout,0.2,none,8,0.336914,0.3,True,True,False,0.3
normal,readout,0.2,none,9,0.305664,0.3,True,True,False,0.3
normal,readout,0.2,none,10,0.320312,0.3,True,True,False,0.3
normal,readout,0.2,none,11,0.303711,0.3,True,True,False,0.3
normal,readout,0.2,none,12,0.317383,0.3,True,True,False,0.3
normal,readout,0.2,none,13,0.310547,0.3,True,True,False,0.3
normal,readout,0.2,none,14,0.350586,0.3,True,True,False,0.3
normal,readout,0.2,none,15,0.31543,0.3,True,True,False,0.3
normal,readout,0.2,none,16,0.371094,0.3,True,True,False,0.3
normal,readout,0.2,none,17,0.328125,0.3,True,True,False,0.3
normal,readout,0.2,none,18,0.339844,0.3,True,True,False,0.3
normal,readout,0.2,none,19,0.325195,0.3,True,True,False,0.3
normal,readout,0.2,none,20,0.304688,0.3,True,True,False,0.3
attack,bit_flip,0.1,pauli_x,1,0.857422,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_x,2,0.207031,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_x,3,0.182617,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_x,4,0.179688,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_x,5,0.837891,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_x,6,0.806641,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_x,7,0.666016,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_x,8,0.797852,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_x,9,0.173828,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_x,10,0.239258,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_x,11,0.172852,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_x,12,0.734375,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_x,13,0.176758,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_x,14,0.871094,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_x,15,0.854492,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_x,16,0.710938,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_x,17,0.678711,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_x,18,0.851562,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_x,19,0.246094,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_x,20,0.790039,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_y,1,0.849609,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_y,2,0.267578,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_y,3,0.867188,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_y,4,0.769531,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_y,5,0.854492,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_y,6,0.868164,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_y,7,0.289062,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_y,8,0.864258,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_y,9,0.948242,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_y,10,0.824219,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_y,11,0.825195,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_y,12,0.751953,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_y,13,0.87207,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_y,14,0.276367,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_y,15,0.804688,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_y,16,0.818359,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_y,17,0.208984,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_y,18,0.955078,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_y,19,0.197266,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_y,20,0.240234,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_z,1,0.80957,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_z,2,0.054688,0.2818752,False,False,False,0.3
attack,bit_flip,0.1,pauli_z,3,0.045898,0.27835920000000003,False,False,False,0.3
attack,bit_flip,0.1,pauli_z,4,0.765625,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_z,5,0.148438,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_z,6,0.793945,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_z,7,0.765625,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_z,8,0.755859,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_z,9,0.773438,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_z,10,0.842773,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_z,11,0.046875,0.27875,False,False,False,0.3
attack,bit_flip,0.1,pauli_z,12,0.146484,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_z,13,0.782227,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_z,14,0.125,0.3,True,False,False,0.3
attack,bit_flip,0.1,pauli_z,15,0.820312,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_z,16,0.824219,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_z,17,0.054688,0.2818752,False,False,False,0.3
attack,bit_flip,0.1,pauli_z,18,0.782227,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_z,19,0.741211,0.3,True,True,True,0.3
attack,bit_flip,0.1,pauli_z,20,0.788086,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,1,0.53418,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,2,0.349609,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,3,0.508789,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,4,0.329102,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,5,0.365234,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,6,0.37793,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,7,0.328125,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,8,0.342773,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,9,0.494141,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,10,0.477539,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,11,0.50293,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,12,0.517578,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,13,0.517578,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,14,0.512695,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,15,0.501953,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,16,0.542969,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,17,0.486328,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,18,0.503906,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,19,0.478516,0.3,True,True,True,0.3
attack,bit_flip,0.1,entanglement_disruption,20,0.496094,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,1,0.735352,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,2,0.713867,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,3,0.722656,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,4,1.0,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,5,0.726562,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,6,0.734375,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,7,1.0,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,8,0.743164,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,9,0.751953,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,10,1.0,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,11,1.0,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,12,0.730469,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,13,0.25,0.3,True,False,False,0.3
attack,phase_flip,0.1,pauli_x,14,0.72168,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,15,1.0,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,16,0.743164,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,17,0.275391,0.3,True,False,False,0.3
attack,phase_flip,0.1,pauli_x,18,0.733398,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_x,19,0.270508,0.3,True,False,False,0.3
attack,phase_flip,0.1,pauli_x,20,0.731445,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_y,1,0.796875,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_y,2,0.191406,0.3,True,False,False,0.3
attack,phase_flip,0.1,pauli_y,3,0.206055,0.3,True,False,False,0.3
attack,phase_flip,0.1,pauli_y,4,1.0,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_y,5,0.795898,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_y,6,0.208008,0.3,True,False,False,0.3
attack,phase_flip,0.1,pauli_y,7,0.206055,0.3,True,False,False,0.3
attack,phase_flip,0.1,pauli_y,8,1.0,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_y,9,1.0,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_y,10,1.0,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_y,11,0.777344,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_y,12,0.191406,0.3,True,False,False,0.3
attack,phase_flip,0.1,pauli_y,13,0.206055,0.3,True,False,False,0.3
attack,phase_flip,0.1,pauli_y,14,1.0,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_y,15,0.779297,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_y,16,0.791016,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_y,17,0.774414,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_y,18,0.799805,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_y,19,0.767578,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_y,20,0.825195,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,1,0.767578,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,2,0.760742,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,3,0.788086,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,4,0.786133,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,5,0.808594,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,6,0.787109,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,7,0.0,0.26,False,False,False,0.3
attack,phase_flip,0.1,pauli_z,8,0.0,0.26,False,False,False,0.3
attack,phase_flip,0.1,pauli_z,9,0.768555,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,10,0.78418,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,11,0.782227,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,12,0.805664,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,13,0.786133,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,14,0.0,0.26,False,False,False,0.3
attack,phase_flip,0.1,pauli_z,15,0.813477,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,16,0.777344,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,17,0.777344,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,18,0.0,0.26,False,False,False,0.3
attack,phase_flip,0.1,pauli_z,19,0.772461,0.3,True,True,True,0.3
attack,phase_flip,0.1,pauli_z,20,0.78125,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,1,0.500977,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,2,0.494141,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,3,0.308594,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,4,0.505859,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,5,0.501953,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,6,0.504883,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,7,0.491211,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,8,0.526367,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,9,0.5,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,10,0.333008,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,11,0.514648,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,12,0.496094,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,13,0.505859,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,14,0.487305,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,15,0.485352,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,16,0.505859,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,17,0.522461,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,18,0.325195,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,19,0.302734,0.3,True,True,True,0.3
attack,phase_flip,0.1,entanglement_disruption,20,0.325195,0.3,True,True,True,0.3
attack,bit_phase_flip,0.1,pauli_x,1,0.722656,0.3,True,True,True,0.3
attack,bit_phase_flip,0.1,pauli_x,2,0.714844,0.3,True,True,True,0.3
attack,bit_phase_flip,0.1,pauli_x,3,0.702148,0.3,True,True,True,0.3
attack,bit_phase_flip,0.1,pauli_x,4,0.362305,0.3,True,True,True,0.3
attack,bit_phase_flip,0.1,pauli_x,5,0.785156,0.3,True,True,True,0.3
attack,bit_phase_flip,0.1,pauli_x,6,0.850586,0.3,True,True,True,0.3
attack,bit_phase_flip,0.1,pauli_x,7,0.713867,0.3,True,True,True,0.3
attack,bit_phase_flip,0.1,pauli_x,8,0.708984,0.3,True,True,True,0.3
attack,bit_phase_flip,0.1,pauli_x,9,0.722656,0.3,True,True,True,0.3
attack,bit_phase_flip,0.1,pauli_x,10,0.847656,0.3,True,True,True,0.3
attack,bit_phase_flip,0.1,pauli_x,11,0.342773,0.3,True,True,True,0.3
